ID,Date,Volume,Amount
81,19970927,1,12.99
82,19970101,3,38.5
82,19970419,3,48.5
82,19970927,2,30.98
82,19971123,3,43.97
82,19980227,3,40.56
82,19980410,3,40.29
83,19970101,1,13
83,19970126,3,47.69
83,19970723,3,19.5
83,19980418,1,21.49
84,19970101,1,13.97
85,19970103,3,26.31
86,19970101,2,23.94
87,19970101,7,103.37
87,19970531,2,29.92
87,19970731,3,45.28
87,19971008,2,27.98
88,19970224,1,14.99
88,19971022,2,19.98
89,19970101,3,47.08
89,19970111,2,30.72
89,19970129,2,30.72
89,19970327,2,27.13
89,19970411,1,20.97
89,19970527,1,15.36
89,19970730,4,60.67
89,19970823,2,46.42
89,19971017,2,27.48
89,19971030,2,18.98
89,19971205,3,39.97
89,19971222,2,29.48
89,19971226,3,31.97
89,19971229,1,19.49
89,19980123,2,34.98
89,19980211,2,26.98
89,19980227,1,22.49
89,19980610,1,40.99
90,19970101,1,12.9
90,19970108,1,11.77
91,19970101,2,32.54
92,19970101,2,35.98
92,19970416,1,17.36
93,19970101,9,122.09
93,19970103,5,97.24
94,19970102,4,44.1
95,19970103,3,53.53
95,19970114,3,47.11
95,19970124,5,91.26
95,19970203,2,37.98
95,19970208,1,27.77
95,19970210,2,25.13
95,19970217,1,19.77
95,19970304,4,67.46
95,19970325,2,42.73
95,19970414,1,14.37
95,19970427,2,29.33
95,19970511,2,26.56
95,19970511,2,30.32
95,19970526,2,29.33
95,19970610,1,11.77
95,19970630,1,28.18
95,19970825,4,66.46
95,19970921,4,45.96
95,19971209,6,90.94
95,19971219,2,82.98
95,19980110,3,42.47
95,19980202,2,24.98
95,19980208,8,109.24
95,19980224,5,105.45
95,19980316,6,82.42
95,19980428,7,106.93
95,19980507,3,59.97
95,19980610,4,65.44
95,19980624,4,49.43
96,19970101,4,57.67
96,19970209,4,61.91
96,19970214,3,29.5
96,19970222,1,96.99
96,19970315,6,75.22
96,19970408,3,49.94
96,19970417,4,60.48
96,19970624,1,12.97
96,19970709,2,23.74
96,19970803,7,102.21
96,19971030,4,114.46
96,19971118,5,234.45
96,19971207,1,248.49
96,19980102,4,68.46
96,19980117,4,45.46
96,19980224,2,28.37
96,19980309,3,30.86
96,19980507,4,54.85
96,19980627,4,49.96
97,19970101,6,91.57
97,19971022,6,80.94
97,19980208,4,128.87
97,19980328,2,23.37
98,19970101,2,46.14
98,19970523,2,30.32
99,19970101,2,25.94
99,19970119,2,28.34
99,19970424,2,28.93
99,19970726,4,52.1
99,19971011,2,24.98
99,19971113,3,40.97
99,19971216,1,65.99
100,19970101,1,13.77
100,19971211,1,12.49
100,19980420,2,28.98
101,19970118,2,23.54
102,19970101,1,14.37
102,19970210,1,25.99
102,19971128,1,11.49
102,19980301,4,105.62
103,19970217,4,51.08
103,19970406,2,29.75
103,19980417,3,29.66
104,19970101,1,14.96
105,19970101,3,35.31
106,19970101,2,31.52
106,19970119,2,29.92
106,19970626,2,30.72
106,19971104,2,27.98
106,19971230,1,36.99
106,19980131,3,44.97
107,19970101,1,21.99
108,19970101,1,17.96
109,19970112,5,71.89
109,19970202,7,132.57
110,19970101,2,27.94
111,19970101,1,35.99
111,19970111,1,32.99
111,19970315,4,77.96
111,19970416,3,59.3
111,19970424,2,134.98
111,19970623,1,91.92
111,19970722,3,47.08
111,19970726,2,71.96
111,19971025,3,78.47
111,19971206,3,83.47
111,19980118,4,84.46
111,19980215,4,123.96
111,19980221,2,32.98
111,19980226,2,23.06
111,19980510,1,72.99
111,19980620,3,55.47
112,19970101,1,11.77
112,19970205,1,11.77
113,19970101,3,32.91
113,19980304,1,15.27
113,19980307,1,11.49
114,19970101,1,16.36
114,19970501,2,28.13
114,19970908,1,22.97
114,19980210,1,28.49
114,19980211,2,28.98
115,19970101,1,13.97
116,19970101,1,12.77
117,19970101,2,18.74
117,19970831,2,24.74
117,19980319,1,15.49
118,19970101,1,15.36
118,19970624,4,58.49
119,19970101,3,41.69
120,19970101,1,22.97
120,19970222,1,14.96
120,19970330,1,11.77
120,19970517,1,42.32
120,19971218,1,11.49
121,19970101,1,12.49
122,19970101,2,27.74
123,19970101,1,31.99
124,19970101,2,28.93
124,19970913,2,28.48
124,19971016,2,26.98
124,19971102,2,25.98
124,19971212,2,27.98
125,19970101,3,37.47
125,19970622,1,13.72
125,19971017,1,12.99
125,19971121,1,6.49
125,19980209,1,11.49
125,19980608,2,26.48
126,19970103,1,9.77
126,19971202,2,292.98
127,19970101,3,39.71
128,19970101,3,20.37
128,19970109,1,12.49
128,19970207,2,22.75
128,19970803,1,12.25
129,19970101,1,12.49
130,19970101,1,14.37
130,19970125,1,5.99
130,19970208,3,42.89
130,19970601,1,10.77
130,19970701,1,5.99
130,19970813,1,14.96
130,19971108,1,12.99
130,19980429,1,12.99
131,19970101,2,30.32
132,19970101,3,53.69
132,19970227,5,54.65
132,19970401,2,27.13
132,19970616,4,57.45
132,19971006,5,67.95
132,19980511,3,41.56
133,19970101,1,18.99
133,19970127,1,14.37
133,19970201,1,9.77
133,19970302,1,15.99
133,19970504,3,47.33
133,19970621,3,59.74
133,19971111,2,32.98
134,19970101,1,17.9
134,19970505,1,9.99
134,19980108,1,21.49
135,19970101,3,41.7
135,19970101,3,42.69
136,19970101,2,44.98
136,19971126,2,36.98
137,19970101,2,27.73
138,19970101,1,14.99
139,19970106,1,11.77
140,19970101,1,28.7
140,19970503,1,15.36
141,19970101,1,19.97
141,19970316,2,19.54
141,19970416,1,22.77
141,19970827,2,44.34
141,19971024,1,5.49
141,19980222,1,11.88
141,19980507,2,23.76
142,19970102,1,15.36
142,19970113,3,49.97
142,19970330,1,19.99
142,19980219,1,12.58
142,19980411,1,24.49
143,19970101,1,12.49
143,19970101,1,28.99
144,19970101,2,30.72
145,19970101,1,14.79
145,19970102,1,11.77
145,19970112,2,26.73
145,19970130,2,20.75
145,19970225,1,15.96
145,19970312,2,29.93
145,19970312,4,56.47
145,19970314,3,28.54
145,19970405,1,13.97
145,19970502,2,30.32
145,19970503,1,15.96
145,19970526,1,13.97
145,19970707,1,13.97
145,19970815,2,27.13
145,19970913,2,25.98
145,19971031,1,12.99
145,19971106,1,12.99
145,19971119,3,55.97
145,19980223,1,12.58
145,19980226,2,24.46
145,19980314,1,11.88
145,19980506,1,17.48
145,19980530,2,27.37
146,19970101,1,13.97
147,19970128,2,27.14
147,19970224,3,62.1
147,19970517,1,13.97
147,19970915,1,12.99
147,19970915,1,14.99
147,19971109,2,29.48
147,19971203,6,67.94
147,19971213,4,59.46
148,19970101,1,14.96
148,19970216,1,9.77
148,19970602,1,9.77
148,19971104,1,11.49
148,19971107,3,40.97
148,19980222,2,29.91
148,19980321,2,29.57
149,19970101,4,54.87
149,19970124,4,51.67
150,19970101,1,15.36
151,19970101,1,13.97
152,19970101,6,102
152,19970106,2,21.54
152,19970126,2,23.54
152,19970203,2,28.93
152,19971028,3,43.97
152,19980118,2,23.98
153,19970101,1,6.79
154,19970101,1,14.37
154,19970529,1,14.96
154,19970927,1,13.99
154,19971106,1,13.99
154,19980426,1,11.88
155,19970101,1,23.99
156,19970101,1,10.77
157,19970101,2,27.94
157,19970226,4,52.27
158,19970101,3,43.05
159,19970101,2,19.75
160,19970101,2,19.74
161,19970101,1,19.77
161,19970119,1,13.97
161,19970222,3,38.9
161,19970427,2,25.14
161,19970912,3,36.97
161,19971211,3,32.47
161,19971214,3,79.97
161,19971222,1,51.99
161,19980207,2,25.98
161,19980317,4,54.77
161,19980601,2,36.98
162,19970101,2,119.54
163,19970101,2,25.74
164,19970105,2,25.73
164,19970207,3,38.5
164,19970314,2,29.33
164,19970606,2,27.94
164,19970715,1,14.96
164,19970725,3,42.7
164,19971216,3,41.97
164,19980629,2,24.46
165,19970101,1,7.78
165,19980311,2,17.98
165,19980601,1,8.99
166,19970101,2,29.53
166,19971130,2,16.48
166,19971213,3,36.97
166,19971221,2,17.98
166,19971224,3,36.97
166,19980224,1,11.49
166,19980318,1,11.88
166,19980527,1,11.88
167,19970119,2,30.32
167,19970121,1,13.77
167,19970308,1,14.96
167,19970614,2,24.95
167,19971011,1,12.99
167,19971030,1,59.49
167,19971123,1,11.49
167,19971210,1,18.49
168,19970101,1,14.96
169,19970101,1,11.77
170,19970101,2,29.92
170,19980127,3,44.47
171,19970101,1,14.96
172,19970101,5,50.95
173,19970101,1,18.36
173,19980403,3,31.47
174,19970101,1,15.36
174,19970106,1,21.37
175,19970101,1,27.77
176,19970101,1,11.77
177,19970101,2,42.14
177,19970101,1,22.77
177,19970103,1,15.99
177,19970103,3,44.72
177,19970112,1,14.37
177,19970117,1,14.37
177,19970202,1,13.97
177,19970202,1,14.37
177,19970207,2,30.92
177,19970210,1,15.96
177,19970223,1,16.76
177,19970310,1,14.37
177,19970311,1,15.96
177,19970319,1,11.77
177,19970319,1,15.36
177,19970326,1,14.96
177,19970425,1,14.96
177,19970527,1,8.97
177,19970608,1,11.77
177,19970622,1,14.96
177,19970718,1,14.96
177,19970803,1,14.96
177,19970905,1,14.96
177,19970905,1,15.36
177,19971026,1,15.49
177,19971101,1,14.99
177,19971119,1,17.99
177,19971202,1,31.49
177,19971205,1,22.49
177,19980103,1,11.49
177,19980204,1,11.49
177,19980513,1,14.99
178,19970101,1,12.49
179,19970101,1,16.36
179,19970215,1,14.96
179,19970308,2,24.94
179,19970723,1,21.97
179,19970728,1,12.25
179,19970803,1,14.96
179,19970803,2,16.76
179,19970817,1,9.98
179,19970924,2,19.98
179,19970925,1,9.99
179,19980224,1,11.88
180,19970101,2,25.88
180,19970828,3,36.71
181,19970101,3,43.7
182,19970101,1,26.77
182,19970927,1,12.99
182,19971215,3,41.97
182,19980518,1,9.99
183,19970101,1,9.99
184,19970101,1,19.99
184,19980518,1,11.88
185,19970227,3,26.07
185,19970322,1,14.79
185,19970322,1,6.99
185,19980327,3,39.36
185,19980522,2,27.98
186,19970102,1,16.96
186,19970917,1,17.49
187,19970101,2,31.32
187,19970202,1,4.79
188,19970101,1,13.77
189,19970101,15,294.03
190,19970101,1,15.36
191,19970105,6,70.23
192,19970101,1,10.77
192,19970122,2,30.92
192,19970322,2,28.93
192,19970601,3,59.69
192,19970714,1,14.96
192,19970801,1,14.96
193,19970101,2,27.94
194,19970101,10,168.89
194,19970111,6,86.89
195,19970106,1,15.36
195,19971011,1,9.49
195,19971024,2,28.98
195,19971025,1,11.49
195,19971029,1,22.49
195,19971101,1,11.49
195,19980120,1,14.49
196,19970101,2,25.54
197,19970101,1,12.49
197,19970302,1,12.49
197,19970505,1,28.99
198,19970101,1,15.76
199,19970101,1,14.37
200,19970101,3,39.93
200,19970122,2,44.36
201,19970101,1,14.96
201,19970405,1,14.37
201,19971018,1,9.49
201,19980111,1,9.49
201,19980428,1,24.99
202,19970101,8,113.94
202,19970102,2,32.52
203,19970101,1,20.99
203,19970227,1,13.97
203,19970405,1,14.9
203,19970724,1,13.97
204,19970115,5,72.23
205,19970101,1,12.49
205,19970318,1,19.3
205,19970513,1,19.3
205,19971207,2,50.98
206,19970101,1,17.99
207,19970101,1,19.3
207,19970322,1,34.99
207,19971116,3,39.97
208,19970111,5,63.25
208,19980221,5,70.38
209,19970119,4,66.26
209,19970224,2,29.92
209,19970315,1,19.99
210,19970101,4,59.66
210,19980326,2,26.37
211,19970101,1,7.78
212,19970101,1,14.37
213,19970101,1,10.77
213,19970119,1,11.77
214,19970101,1,11.77
214,19970103,3,44.73
214,19970108,1,14.79
214,19970125,2,23.54
214,19970407,3,46.51
214,19970522,3,40.91
214,19971021,3,39.97
215,19970101,1,11.77
216,19970101,1,13.97
217,19970101,2,57.54
217,19971209,8,113.92
217,19980129,1,12.58
217,19980602,1,11.88
218,19970206,4,57.48
219,19970101,3,38.51
219,19970517,3,35.51
220,19970101,4,57.85
221,19970101,1,12.49
222,19970101,1,29.99
222,19970221,1,15.36
222,19971030,2,40.98
223,19970101,3,47.93
224,19970101,2,28.33
225,19970101,2,24.98
225,19970118,3,37.47
225,19970227,1,6.79
225,19970416,1,12.49
225,19970801,1,23.88
226,19970102,2,35.93
226,19970223,2,26.73
226,19970420,2,23.76
226,19970719,2,24.74
226,19980215,1,15.49
226,19980505,3,43.47
227,19970101,1,34.97
227,19970117,1,13.77
227,19970308,1,14.96
227,19970511,3,86.51
227,19970824,1,14.37
228,19970101,2,25.98
228,19970206,2,23.54
228,19970211,1,13.97
228,19970212,1,27.77
228,19970228,1,9.98
228,19970311,1,15.36
228,19970527,1,21.97
228,19970531,1,17.3
228,19970708,3,51.75
228,19970807,2,36.74
228,19970828,1,23.97
228,19971229,3,41.47
228,19980106,1,29.99
229,19970101,1,12.49
229,19970106,2,19.28
229,19970812,1,12.25
229,19980312,2,19.98
229,19980627,1,19.49
230,19970101,2,39.98
230,19970606,2,39.98
231,19970101,5,69.04
232,19970101,2,42.98
233,19970101,1,12.99
234,19970101,1,13.97
234,19970204,1,9.99
235,19970101,1,7.98
236,19970101,1,16.7
237,19970101,2,23.54
238,19970123,7,88.69
238,19970206,3,36.33
238,19970420,4,59.06
238,19970625,3,47.89
238,19970727,6,73.22
239,19970101,2,28.74
240,19970101,1,15.99
240,19970308,1,14.96
241,19970116,2,24.74
241,19970503,1,14.96
241,19980326,2,36.37
241,19980509,2,24.48
242,19970101,3,35.11
242,19970117,2,30.32
243,19970102,2,17.96
244,19970101,3,46.64
244,19970130,8,117.6
244,19970204,3,35.31
244,19970222,3,41.69
244,19970328,4,56.47
244,19970329,2,30.96
244,19970402,3,41.9
244,19970420,3,44.88
244,19970727,11,144.98
244,19970811,4,59.65
244,19970811,1,46.77
244,19970817,3,32.31
244,19970823,7,96.97
244,19970910,5,65.95
244,19970914,1,12.99
244,19971120,9,119.41
244,19980124,6,86.44
244,19980312,4,44.46
244,19980313,1,27.99
244,19980329,2,32.48
244,19980409,2,36.71
244,19980514,1,11.88
244,19980603,1,26.99
244,19980607,1,12.99
244,19980610,1,12.99
245,19970101,1,14.96
245,19970317,1,7.99
245,19971022,1,12.99
245,19971203,2,30.48
245,19971203,1,10.49
245,19980121,4,57.85
245,19980611,1,13.99
246,19970102,1,12.97
246,19970117,3,37.51
246,19970216,2,28.34
246,19970218,3,37.51
246,19970423,7,85.79
246,19970508,4,52.87
246,19970618,2,31.32
246,19970724,1,29.37
246,19970905,2,30.92
246,19970928,2,30.98
246,19971019,4,74.46
246,19971022,3,41.47
246,19971204,1,13.99
246,19971214,4,57.46
246,19971223,2,27.48
246,19980203,2,26.87
246,19980309,3,45.47
246,19980314,1,11.88
246,19980326,2,22.67
246,19980620,4,50.85
247,19970203,1,19.3
247,19970726,1,23.88
247,19971216,1,19.99
247,19980512,2,30.98
248,19970102,1,14.37
249,19970102,2,37.35
249,19970125,2,23.94
249,19970219,1,30.99
250,19970102,2,28.74
250,19970708,3,42.09
250,19970823,2,33.74
251,19970102,3,40.26
252,19970102,6,110.6
252,19970108,2,26.14
252,19980307,6,69.94
252,19980322,7,105.82
252,19980606,2,22.77
252,19980610,1,12.99
253,19970102,1,13.97
254,19970102,1,15.96
255,19970102,1,11.77
256,19970102,1,14.99
256,19970302,2,34.6
256,19970414,1,29.99
257,19970102,1,27.77
257,19971030,1,12.99
257,19980409,1,14.99
258,19970102,3,59.97
259,19970102,1,14.79
260,19970105,4,57.27
261,19970102,1,8.77
262,19970102,3,48.95
263,19970102,1,14.79
264,19970102,1,16.99
265,19970102,4,108.87
265,19970219,1,14.96
265,19970220,1,11.77
266,19970102,3,39.97
266,19970127,4,59.31
267,19970102,3,37.47
268,19970324,1,7.78
269,19970215,1,29.99
270,19970102,7,89.77
270,19970124,14,179.4
271,19970102,1,12.77
272,19970102,1,9.98
272,19970320,2,18.75
272,19970405,1,9.98
273,19970102,1,6.79
273,19970325,1,14.96
274,19970102,1,5.78
275,19970102,6,60.47
276,19970102,2,21.73
276,19970117,2,37.54
276,19970708,3,45.09
276,19980601,1,13.99
277,19970102,1,17.9
277,19980309,1,13.99
278,19970102,1,23.97
279,19970102,1,17.3
279,19970117,1,66.3
279,19970814,2,56.21
280,19970102,12,155.64
280,19970201,6,88.32
280,19970428,1,12.49
281,19970102,1,14.7
282,19970102,4,53.88
283,19970102,3,37.71
284,19970102,1,20
285,19970102,1,25.99
286,19970102,2,41.36
286,19970113,3,45.91
287,19970102,1,13.97
288,19970102,1,14.96
288,19970502,1,13.97
289,19970102,1,10.77
289,19970208,1,9.77
290,19970102,2,49.98
291,19970102,14,199.15
292,19970102,1,13.97
292,19970625,1,17.96
292,19970708,2,19.96
292,19980107,1,13.99
293,19970102,7,98.75
293,19980320,5,75.03
294,19970119,1,14.37
294,19971121,1,12.99
295,19970102,1,13.77
295,19970730,14,195.53
295,19970910,5,67.95
295,19980327,8,109.33
296,19970102,3,25.53
297,19970102,1,14.96
298,19970102,5,68.04
299,19970102,1,8.77
299,19971106,1,13.99
300,19970325,1,13.97
300,19970818,1,13.97
300,19970923,2,25.98
300,19971021,2,24.98
300,19971118,1,13.99
300,19971203,3,39.47
300,19971212,3,39.97
300,19971218,1,13.99
300,19980108,2,27.48
300,19980124,3,25.47
300,19980213,3,40.47
300,19980222,1,8.39
300,19980226,2,25.98
300,19980306,2,29.48
300,19980308,2,15.98
300,19980324,3,39.47
300,19980324,1,13.49
300,19980427,1,15.99
300,19980520,3,34.47
300,19980611,2,24.98
300,19980619,3,35.97
300,19980626,1,14.49
301,19970102,5,73.42
301,19970421,1,9.99
301,19970731,3,41.5
301,19971111,3,48.47
302,19970102,2,27.13
303,19970102,1,10.77
304,19970102,2,25.74
304,19970515,1,14.96
304,19970519,1,15.19
304,19970523,2,32.92
304,19970527,2,24.53
305,19970102,5,70.83
305,19971105,6,81.44
306,19970102,1,30.99
307,19970227,2,28.45
308,19970102,1,12.77
309,19970316,3,52.5
310,19970107,3,39.32
311,19970102,5,69.25
312,19970102,2,87.74
312,19971221,1,14.99
313,19970102,7,101.22
313,19970110,6,70
313,19970123,3,43.3
313,19970201,7,99.95
313,19970314,5,70.03
313,19970428,30,457.49
313,19970519,8,111.15
313,19970708,18,253.97
313,19970722,13,190.39
313,19970803,15,206.15
313,19970901,13,171.35
313,19971010,9,114.91
313,19971106,9,125.91
313,19971118,8,97.92
313,19971126,5,68.45
313,19980328,5,69.34
313,19980330,3,40.97
313,19980415,4,52.35
313,19980430,4,52.46
313,19980524,2,34.98
314,19970102,1,3.99
314,19970113,10,166.89
314,19970113,4,60.25
315,19970211,1,34.97
315,19970312,3,39.92
315,19970315,1,13.97
316,19970102,3,35.9
316,19970117,1,10.77
316,19970406,1,14.79
316,19970731,1,10.77
317,19970102,1,46.77
317,19971101,3,42.47
317,19971206,1,14.49
317,19980123,6,90.94
317,19980206,2,36.48
318,19970102,2,26.74
318,19970129,1,11.77
318,19980112,2,25.98
319,19970102,2,26.73
319,19970107,1,14.96
320,19970102,1,9.99
321,19970102,6,103.05
322,19970102,1,25.77
322,19970705,2,26.56
323,19970102,2,24.98
323,19970314,1,11.77
323,19970710,4,75.32
323,19970924,3,29.97
323,19971124,2,27.48
323,19980220,3,43.97
323,19980303,4,50.85
323,19980429,6,128.42
323,19980622,1,19.99
324,19970102,2,21.54
324,19970927,3,37.47
325,19970102,6,72.82
326,19970102,1,14.37
327,19970102,3,40.7
328,19970102,3,66.75
328,19970227,1,22.99
328,19970408,3,56.7
328,19970411,1,15.36
328,19970615,2,28.93
328,19970802,3,37.53
328,19970810,2,30.77
328,19970925,2,27.48
328,19971007,2,25.48
328,19971123,2,23.48
328,19980124,1,34.49
328,19980306,3,41.47
328,19980329,3,34.47
328,19980401,2,25.98
328,19980510,1,15.49
328,19980516,2,14.98
328,19980517,2,31.48
328,19980521,2,27.48
328,19980527,1,11.99
328,19980605,1,11.89
328,19980614,2,30.48
328,19980621,1,31.99
328,19980623,2,16.98
328,19980630,2,27.98
329,19970102,1,14.79
329,19970108,1,11.77
329,19970121,2,29.16
329,19980209,2,26.37
329,19980227,1,11.88
330,19970102,1,14.96
331,19970102,1,16.36
332,19970102,1,15.36
333,19970102,1,15.9
334,19970102,3,40.11
335,19970102,1,11.77
335,19970106,1,14.96
336,19970102,1,11.77
337,19970121,2,23.54
337,19980430,1,14.49
338,19970102,2,25.74
