75	20060903	11523	3	Clothing	19	Caps
76	20060903	11523	3	Clothing	25	Vests
77	20060925	11530	4	Accessories	29	Cleaners
78	20060915	11562	4	Accessories	34	Locks
79	20060913	11613	3	Clothing	25	Vests
80	20061021	11618	4	Accessories	36	Pumps
81	20060918	11631	4	Accessories	37	Tires and Tubes
82	20060902	11640	4	Accessories	27	Bike Stands
83	20060902	11640	4	Accessories	33	Lights
84	20061026	11641	4	Accessories	34	Locks
85	20060902	11647	4	Accessories	32	Hydration Packs
86	20060902	11647	4	Accessories	33	Lights
87	20061005	11651	3	Clothing	21	Jerseys
88	20060914	11711	3	Clothing	22	Shorts
89	20060914	11711	4	Accessories	32	Hydration Packs
90	20061006	11719	4	Accessories	26	Bike Racks
91	20061006	11719	4	Accessories	34	Locks
92	20061021	11749	4	Accessories	33	Lights
93	20060923	11753	3	Clothing	22	Shorts
94	20060923	11753	4	Accessories	35	Panniers
95	20061027	11758	4	Accessories	34	Locks
96	20060910	11808	4	Accessories	29	Cleaners
97	20060901	11845	4	Accessories	30	Fenders
98	20061004	11875	3	Clothing	22	Shorts
99	20061004	11875	3	Clothing	24	Tights
100	20061007	11888	3	Clothing	22	Shorts
101	20061007	11888	4	Accessories	35	Panniers
102	20060923	11904	4	Accessories	36	Pumps
103	20060926	11911	3	Clothing	18	Bib-Shorts
104	20061004	11913	4	Accessories	27	Bike Stands
105	20061009	11917	3	Clothing	23	Socks
106	20060916	11918	4	Accessories	32	Hydration Packs
107	20060916	11918	4	Accessories	36	Pumps
108	20060904	11952	3	Clothing	25	Vests
109	20060904	11952	4	Accessories	31	Helmets
110	20061012	11963	4	Accessories	30	Fenders
111	20061012	11963	4	Accessories	36	Pumps
112	20061008	11968	4	Accessories	34	Locks
113	20061018	11986	4	Accessories	34	Locks
114	20060913	11987	3	Clothing	22	Shorts
115	20061010	11991	3	Clothing	18	Bib-Shorts
116	20061010	11991	4	Accessories	36	Pumps
117	20060927	11995	3	Clothing	24	Tights
118	20060928	11997	4	Accessories	28	Bottles and Cages
119	20061010	12002	3	Clothing	25	Vests
120	20060923	12038	3	Clothing	21	Jerseys
121	20061001	12056	3	Clothing	20	Gloves
122	20061020	12089	3	Clothing	24	Tights
123	20061019	12113	3	Clothing	25	Vests
124	20061019	12113	4	Accessories	29	Cleaners
125	20060920	12129	4	Accessories	28	Bottles and Cages
126	20060907	12136	3	Clothing	24	Tights
127	20060907	12136	4	Accessories	34	Locks
128	20061013	12165	4	Accessories	34	Locks
129	20061012	12166	3	Clothing	22	Shorts
130	20061012	12166	4	Accessories	37	Tires and Tubes
131	20060907	12226	4	Accessories	28	Bottles and Cages
132	20061022	12243	4	Accessories	34	Locks
133	20061023	12248	3	Clothing	22	Shorts
134	20061023	12248	4	Accessories	35	Panniers
135	20061023	12248	4	Accessories	36	Pumps
136	20060923	12306	4	Accessories	29	Cleaners
137	20061028	12317	3	Clothing	21	Jerseys
138	20061028	12317	4	Accessories	26	Bike Racks
139	20061028	12317	4	Accessories	37	Tires and Tubes
140	20060912	12327	3	Clothing	23	Socks
141	20060912	12327	4	Accessories	36	Pumps
142	20060927	12338	4	Accessories	27	Bike Stands
143	20061013	12343	3	Clothing	23	Socks
144	20061007	12344	3	Clothing	24	Tights
145	20061023	12350	3	Clothing	22	Shorts
146	20061023	12350	4	Accessories	33	Lights
147	20060922	12351	4	Accessories	30	Fenders
148	20060922	12351	4	Accessories	31	Helmets
149	20061020	12354	4	Accessories	27	Bike Stands
150	20060918	12358	4	Accessories	30	Fenders
151	20061015	12359	4	Accessories	26	Bike Racks
152	20061015	12359	4	Accessories	30	Fenders
153	20061015	12359	4	Accessories	33	Lights
154	20060920	12363	4	Accessories	35	Panniers
155	20060920	12363	4	Accessories	36	Pumps
156	20060919	12396	4	Accessories	30	Fenders
157	20060921	12399	3	Clothing	18	Bib-Shorts
158	20060902	12401	4	Accessories	31	Helmets
159	20061004	12491	3	Clothing	23	Socks
160	20061004	12491	4	Accessories	32	Hydration Packs
161	20061004	12491	4	Accessories	33	Lights
162	20061019	12496	4	Accessories	26	Bike Racks
163	20061019	12496	4	Accessories	33	Lights
164	20060917	12530	3	Clothing	24	Tights
165	20060917	12530	4	Accessories	34	Locks
166	20061010	12571	4	Accessories	37	Tires and Tubes
167	20061008	12577	4	Accessories	32	Hydration Packs
168	20060930	12580	3	Clothing	24	Tights
169	20060907	12587	4	Accessories	33	Lights
170	20061005	12588	4	Accessories	34	Locks
171	20061012	12617	3	Clothing	22	Shorts
172	20061012	12617	4	Accessories	34	Locks
173	20061013	12619	3	Clothing	21	Jerseys
174	20061013	12619	3	Clothing	22	Shorts
175	20061013	12619	4	Accessories	33	Lights
176	20060924	12630	4	Accessories	33	Lights
177	20060918	12675	4	Accessories	35	Panniers
178	20060918	12675	4	Accessories	37	Tires and Tubes
179	20060928	12677	3	Clothing	25	Vests
180	20060928	12677	4	Accessories	33	Lights
181	20061022	12687	4	Accessories	34	Locks
182	20060912	12697	3	Clothing	19	Caps
183	20060912	12697	4	Accessories	37	Tires and Tubes
184	20060912	12714	4	Accessories	29	Cleaners
185	20060912	12714	4	Accessories	34	Locks
186	20060901	12715	3	Clothing	19	Caps
187	20060901	12715	4	Accessories	27	Bike Stands
188	20061006	12760	3	Clothing	24	Tights
189	20061006	12760	3	Clothing	25	Vests
190	20060916	12763	4	Accessories	32	Hydration Packs
191	20061014	12765	3	Clothing	24	Tights
192	20061014	12765	4	Accessories	33	Lights
193	20060913	12785	3	Clothing	19	Caps
194	20060913	12785	3	Clothing	25	Vests
195	20060905	12800	4	Accessories	29	Cleaners
196	20060905	12800	4	Accessories	30	Fenders
197	20061003	12837	4	Accessories	32	Hydration Packs
198	20060918	12840	3	Clothing	24	Tights
199	20060918	12840	4	Accessories	33	Lights
200	20060918	12840	4	Accessories	36	Pumps
201	20061021	12870	4	Accessories	34	Locks
202	20060902	12895	3	Clothing	21	Jerseys
203	20060904	12919	3	Clothing	24	Tights
204	20060904	12919	4	Accessories	26	Bike Racks
205	20060904	12919	4	Accessories	35	Panniers
206	20060901	12939	4	Accessories	26	Bike Racks
207	20060926	12945	3	Clothing	21	Jerseys
208	20060913	12959	4	Accessories	29	Cleaners
209	20060913	12959	4	Accessories	35	Panniers
210	20061028	12987	3	Clothing	20	Gloves
211	20060903	12988	4	Accessories	37	Tires and Tubes
212	20061013	12991	4	Accessories	34	Locks
213	20060922	12997	3	Clothing	20	Gloves
214	20060929	13004	4	Accessories	26	Bike Racks
215	20061001	13006	3	Clothing	22	Shorts
216	20061001	13006	4	Accessories	27	Bike Stands
217	20061001	13006	4	Accessories	30	Fenders
218	20060913	13008	3	Clothing	22	Shorts
219	20060913	13008	4	Accessories	26	Bike Racks
220	20060913	13008	4	Accessories	30	Fenders
221	20060901	13011	3	Clothing	21	Jerseys
222	20060901	13011	3	Clothing	23	Socks
223	20060922	13012	3	Clothing	20	Gloves
224	20060927	13021	3	Clothing	22	Shorts
225	20060924	13024	3	Clothing	24	Tights
226	20060924	13024	4	Accessories	30	Fenders
227	20060924	13024	4	Accessories	36	Pumps
228	20061007	13026	4	Accessories	31	Helmets
229	20060919	13034	4	Accessories	33	Lights
230	20060918	13037	3	Clothing	25	Vests
231	20060918	13037	4	Accessories	32	Hydration Packs
232	20061026	13044	3	Clothing	23	Socks
233	20060923	13051	4	Accessories	32	Hydration Packs
234	20061017	13079	4	Accessories	30	Fenders
235	20060905	13095	3	Clothing	18	Bib-Shorts
236	20060905	13095	3	Clothing	21	Jerseys
237	20060905	13095	4	Accessories	26	Bike Racks
238	20060915	13103	3	Clothing	21	Jerseys
239	20060915	13103	4	Accessories	26	Bike Racks
240	20060915	13103	4	Accessories	29	Cleaners
241	20061021	13110	3	Clothing	25	Vests
242	20060926	13114	3	Clothing	25	Vests
243	20060926	13114	4	Accessories	35	Panniers
244	20061015	13138	4	Accessories	37	Tires and Tubes
245	20060901	13139	4	Accessories	35	Panniers
246	20061012	13143	3	Clothing	25	Vests
247	20060929	13175	3	Clothing	23	Socks
248	20060929	13175	3	Clothing	24	Tights
249	20060929	13175	4	Accessories	28	Bottles and Cages
250	20060907	13197	4	Accessories	26	Bike Racks
251	20060907	13197	4	Accessories	35	Panniers
252	20060901	13217	4	Accessories	28	Bottles and Cages
253	20061027	13239	3	Clothing	20	Gloves
254	20061027	13239	3	Clothing	21	Jerseys
255	20061027	13239	4	Accessories	31	Helmets
256	20061018	13249	3	Clothing	25	Vests
257	20061014	13257	4	Accessories	33	Lights
258	20061005	13284	3	Clothing	21	Jerseys
259	20060925	13345	4	Accessories	26	Bike Racks
260	20060923	13350	4	Accessories	34	Locks
261	20060923	13350	4	Accessories	37	Tires and Tubes
262	20061011	13391	4	Accessories	37	Tires and Tubes
263	20061021	13434	3	Clothing	23	Socks
264	20061021	13474	4	Accessories	36	Pumps
265	20061018	13494	3	Clothing	24	Tights
266	20061018	13494	4	Accessories	33	Lights
267	20061020	13521	4	Accessories	27	Bike Stands
268	20060929	13522	4	Accessories	32	Hydration Packs
269	20060929	13522	4	Accessories	33	Lights
270	20060924	13528	4	Accessories	32	Hydration Packs
271	20061015	13529	3	Clothing	24	Tights
272	20060910	13535	3	Clothing	23	Socks
273	20060910	13535	4	Accessories	32	Hydration Packs
274	20061006	13541	4	Accessories	26	Bike Racks
275	20060907	13543	3	Clothing	19	Caps
276	20060907	13543	3	Clothing	23	Socks
277	20060907	13543	4	Accessories	33	Lights
278	20060928	13562	3	Clothing	25	Vests
279	20060928	13562	4	Accessories	34	Locks
280	20060920	13586	4	Accessories	26	Bike Racks
281	20060922	13587	4	Accessories	35	Panniers
282	20061026	13588	4	Accessories	37	Tires and Tubes
283	20061012	13597	4	Accessories	34	Locks
284	20060929	13618	3	Clothing	24	Tights
285	20061021	13620	3	Clothing	23	Socks
286	20061008	13627	3	Clothing	25	Vests
287	20061022	13632	3	Clothing	19	Caps
288	20061028	13639	4	Accessories	36	Pumps
289	20061010	13643	4	Accessories	28	Bottles and Cages
290	20060925	13668	3	Clothing	23	Socks
291	20060925	13668	4	Accessories	31	Helmets
292	20061017	13694	3	Clothing	23	Socks
293	20061017	13694	4	Accessories	31	Helmets
294	20060918	13719	3	Clothing	22	Shorts
295	20061005	13732	3	Clothing	18	Bib-Shorts
296	20061005	13732	3	Clothing	22	Shorts
297	20061005	13732	4	Accessories	33	Lights
298	20061023	13758	4	Accessories	30	Fenders
299	20061023	13758	4	Accessories	33	Lights
300	20060929	13778	3	Clothing	22	Shorts
301	20060908	13836	4	Accessories	35	Panniers
302	20061011	13837	4	Accessories	36	Pumps
303	20060908	13842	3	Clothing	19	Caps
304	20061009	13846	4	Accessories	31	Helmets
305	20061015	13852	4	Accessories	28	Bottles and Cages
306	20061015	13852	4	Accessories	32	Hydration Packs
307	20060905	13918	3	Clothing	19	Caps
308	20060905	13918	3	Clothing	21	Jerseys
309	20060905	13918	3	Clothing	25	Vests
310	20060927	13966	3	Clothing	22	Shorts
311	20061011	13973	4	Accessories	36	Pumps
312	20061002	13995	4	Accessories	36	Pumps
313	20060927	14007	3	Clothing	18	Bib-Shorts
314	20061025	14008	3	Clothing	21	Jerseys
315	20061025	14008	4	Accessories	36	Pumps
316	20061006	14009	3	Clothing	21	Jerseys
317	20061006	14009	3	Clothing	24	Tights
318	20061006	14009	4	Accessories	28	Bottles and Cages
319	20061028	14014	4	Accessories	30	Fenders
320	20061002	14016	3	Clothing	21	Jerseys
321	20061002	14016	4	Accessories	27	Bike Stands
322	20060901	14020	3	Clothing	24	Tights
323	20060921	14050	4	Accessories	35	Panniers
324	20061003	14066	3	Clothing	19	Caps
325	20061003	14066	4	Accessories	27	Bike Stands
326	20060912	14067	3	Clothing	20	Gloves
327	20060912	14067	4	Accessories	37	Tires and Tubes
328	20060901	14070	4	Accessories	27	Bike Stands
329	20061006	14091	4	Accessories	27	Bike Stands
330	20061006	14091	4	Accessories	29	Cleaners
331	20060912	14108	4	Accessories	28	Bottles and Cages
332	20060912	14108	4	Accessories	30	Fenders
333	20060903	14124	4	Accessories	35	Panniers
334	20061010	14131	3	Clothing	21	Jerseys
335	20061010	14131	4	Accessories	30	Fenders
336	20060913	14134	4	Accessories	33	Lights
337	20060921	14142	4	Accessories	36	Pumps
338	20060911	14146	3	Clothing	18	Bib-Shorts
339	20060911	14146	4	Accessories	29	Cleaners
340	20060901	14153	4	Accessories	37	Tires and Tubes
341	20061026	14165	3	Clothing	18	Bib-Shorts
342	20061026	14165	4	Accessories	35	Panniers
343	20061011	14209	3	Clothing	24	Tights
344	20061013	14212	4	Accessories	35	Panniers
345	20060925	14213	3	Clothing	25	Vests
346	20060925	14213	4	Accessories	34	Locks
347	20060923	14215	4	Accessories	30	Fenders
348	20061021	14216	4	Accessories	35	Panniers
349	20060916	14217	4	Accessories	31	Helmets
350	20060905	14220	4	Accessories	36	Pumps
351	20060925	14222	3	Clothing	20	Gloves
352	20061007	14227	4	Accessories	26	Bike Racks
353	20061022	14228	3	Clothing	22	Shorts
354	20061022	14228	3	Clothing	25	Vests
355	20060926	14229	4	Accessories	27	Bike Stands
356	20060926	14229	4	Accessories	32	Hydration Packs
357	20061001	14264	3	Clothing	20	Gloves
358	20061001	14264	3	Clothing	21	Jerseys
359	20061001	14264	4	Accessories	36	Pumps
360	20060922	14265	3	Clothing	24	Tights
361	20060922	14265	4	Accessories	26	Bike Racks
362	20061017	14278	3	Clothing	19	Caps
363	20061017	14278	4	Accessories	36	Pumps
364	20060915	14300	4	Accessories	34	Locks
365	20061009	14304	4	Accessories	27	Bike Stands
366	20060901	14316	3	Clothing	18	Bib-Shorts
367	20061024	14322	3	Clothing	19	Caps
368	20061018	14325	4	Accessories	28	Bottles and Cages
369	20060928	14332	4	Accessories	33	Lights
370	20061022	14346	4	Accessories	35	Panniers
371	20060927	14370	4	Accessories	37	Tires and Tubes
372	20060925	14496	4	Accessories	31	Helmets
373	20061027	14525	3	Clothing	22	Shorts
374	20061027	14525	4	Accessories	26	Bike Racks
375	20061027	14525	4	Accessories	36	Pumps
376	20061006	14544	3	Clothing	18	Bib-Shorts
377	20061018	14546	4	Accessories	28	Bottles and Cages
378	20061018	14546	4	Accessories	29	Cleaners
379	20061004	14597	3	Clothing	19	Caps
380	20061021	14626	4	Accessories	35	Panniers
381	20061021	14626	4	Accessories	36	Pumps
382	20061025	14640	3	Clothing	22	Shorts
383	20060925	14667	3	Clothing	22	Shorts
384	20060925	14667	4	Accessories	33	Lights
385	20061002	14670	4	Accessories	27	Bike Stands
386	20060903	14679	3	Clothing	22	Shorts
387	20060903	14679	4	Accessories	31	Helmets
388	20060905	14683	4	Accessories	31	Helmets
389	20061007	14684	3	Clothing	25	Vests
390	20061018	14695	3	Clothing	18	Bib-Shorts
391	20060919	14700	3	Clothing	21	Jerseys
392	20060919	14700	4	Accessories	31	Helmets
393	20060930	14723	4	Accessories	28	Bottles and Cages
394	20060907	14767	4	Accessories	30	Fenders
395	20060918	14811	3	Clothing	18	Bib-Shorts
396	20060911	14812	4	Accessories	30	Fenders
397	20060929	14839	3	Clothing	21	Jerseys
398	20061007	14854	3	Clothing	20	Gloves
399	20060910	14857	4	Accessories	33	Lights
400	20061011	14858	4	Accessories	29	Cleaners
401	20061017	14877	4	Accessories	28	Bottles and Cages
402	20061017	14877	4	Accessories	29	Cleaners
403	20060916	14964	3	Clothing	21	Jerseys
404	20060916	14964	3	Clothing	22	Shorts
405	20060916	14964	3	Clothing	25	Vests
406	20060907	14982	3	Clothing	24	Tights
407	20060907	14982	4	Accessories	33	Lights
408	20060907	14982	4	Accessories	37	Tires and Tubes
409	20061008	14990	3	Clothing	24	Tights
410	20061008	14990	4	Accessories	29	Cleaners
411	20061019	14999	3	Clothing	18	Bib-Shorts
412	20061019	14999	3	Clothing	23	Socks
413	20061019	14999	3	Clothing	24	Tights
414	20061001	15019	3	Clothing	20	Gloves
415	20061001	15019	3	Clothing	22	Shorts
416	20060925	15021	4	Accessories	36	Pumps
417	20060926	15030	3	Clothing	21	Jerseys
418	20060914	15038	3	Clothing	24	Tights
419	20060914	15038	4	Accessories	30	Fenders
420	20060921	15042	3	Clothing	21	Jerseys
421	20060921	15042	3	Clothing	24	Tights
422	20060921	15042	4	Accessories	29	Cleaners
423	20061021	15043	4	Accessories	26	Bike Racks
424	20061002	15044	4	Accessories	37	Tires and Tubes
425	20060918	15078	3	Clothing	21	Jerseys
426	20060908	15120	4	Accessories	29	Cleaners
427	20060908	15120	4	Accessories	32	Hydration Packs
428	20061001	15124	3	Clothing	20	Gloves
429	20061025	15127	4	Accessories	33	Lights
430	20060904	15139	3	Clothing	21	Jerseys
431	20060904	15139	4	Accessories	26	Bike Racks
432	20060904	15139	4	Accessories	30	Fenders
433	20061001	15145	4	Accessories	35	Panniers
434	20060906	15153	3	Clothing	18	Bib-Shorts
435	20060906	15153	3	Clothing	22	Shorts
436	20060906	15153	4	Accessories	26	Bike Racks
437	20060906	15153	4	Accessories	36	Pumps
438	20061002	15157	3	Clothing	23	Socks
439	20061020	15186	3	Clothing	24	Tights
440	20061006	15187	4	Accessories	30	Fenders
441	20061006	15187	4	Accessories	36	Pumps
442	20060904	15192	3	Clothing	24	Tights
443	20060922	15211	3	Clothing	19	Caps
444	20060930	15212	3	Clothing	18	Bib-Shorts
445	20060910	15215	4	Accessories	26	Bike Racks
446	20060910	15215	4	Accessories	35	Panniers
447	20060910	15215	4	Accessories	36	Pumps
448	20060916	15217	4	Accessories	28	Bottles and Cages
449	20060916	15217	4	Accessories	29	Cleaners
450	20060908	15222	3	Clothing	19	Caps
451	20060908	15222	3	Clothing	21	Jerseys
452	20060908	15222	4	Accessories	31	Helmets
453	20061020	15226	3	Clothing	23	Socks
454	20060929	15229	4	Accessories	32	Hydration Packs
455	20060901	15238	4	Accessories	29	Cleaners
456	20060914	15241	3	Clothing	20	Gloves
457	20060914	15241	3	Clothing	22	Shorts
458	20061017	15253	3	Clothing	20	Gloves
459	20061020	15262	3	Clothing	23	Socks
460	20061020	15262	4	Accessories	33	Lights
461	20061018	15340	3	Clothing	19	Caps
462	20060911	15362	4	Accessories	31	Helmets
463	20060903	15434	3	Clothing	19	Caps
464	20060903	15434	3	Clothing	25	Vests
465	20060922	15436	3	Clothing	21	Jerseys
466	20060911	15453	3	Clothing	22	Shorts
467	20060911	15453	4	Accessories	31	Helmets
468	20061024	15455	4	Accessories	27	Bike Stands
469	20060916	15461	4	Accessories	28	Bottles and Cages
470	20061005	15465	3	Clothing	19	Caps
471	20061005	15465	3	Clothing	25	Vests
472	20061021	15488	3	Clothing	23	Socks
473	20060914	15572	3	Clothing	25	Vests
474	20060914	15572	4	Accessories	37	Tires and Tubes
475	20061016	15576	3	Clothing	24	Tights
476	20061016	15576	4	Accessories	30	Fenders
477	20060929	15578	3	Clothing	25	Vests
478	20060904	15590	4	Accessories	34	Locks
479	20060904	15591	4	Accessories	27	Bike Stands
480	20060904	15591	4	Accessories	28	Bottles and Cages
481	20061005	15597	3	Clothing	23	Socks
482	20061005	15597	4	Accessories	34	Locks
483	20060923	15602	4	Accessories	31	Helmets
484	20061006	15614	3	Clothing	19	Caps
485	20060925	15635	4	Accessories	26	Bike Racks
486	20060925	15635	4	Accessories	29	Cleaners
487	20061008	15644	3	Clothing	25	Vests
488	20060905	15648	4	Accessories	31	Helmets
489	20060905	15679	3	Clothing	23	Socks
490	20060910	15681	3	Clothing	21	Jerseys
491	20060910	15681	4	Accessories	27	Bike Stands
492	20061003	15683	3	Clothing	24	Tights
493	20061003	15683	4	Accessories	33	Lights
494	20060929	15689	3	Clothing	24	Tights
495	20060929	15689	4	Accessories	33	Lights
496	20061014	15692	4	Accessories	29	Cleaners
497	20060919	15730	3	Clothing	23	Socks
498	20060919	15730	3	Clothing	24	Tights
499	20060919	15730	4	Accessories	36	Pumps
500	20061015	15748	3	Clothing	22	Shorts
501	20060923	15756	3	Clothing	22	Shorts
502	20061021	15757	3	Clothing	18	Bib-Shorts
503	20060925	15758	4	Accessories	30	Fenders
504	20060903	15760	3	Clothing	19	Caps
505	20060927	15767	3	Clothing	22	Shorts
506	20060927	15767	3	Clothing	23	Socks
507	20060927	15767	4	Accessories	30	Fenders
508	20060910	15786	4	Accessories	29	Cleaners
509	20060906	15788	3	Clothing	23	Socks
510	20060906	15788	4	Accessories	35	Panniers
511	20060913	15793	3	Clothing	22	Shorts
512	20060913	15793	3	Clothing	24	Tights
513	20060913	15793	3	Clothing	25	Vests
514	20060913	15793	4	Accessories	27	Bike Stands
515	20061004	15800	4	Accessories	33	Lights
516	20060912	15803	3	Clothing	25	Vests
517	20061001	15815	4	Accessories	31	Helmets
518	20061004	15829	4	Accessories	26	Bike Racks
519	20061019	15832	3	Clothing	25	Vests
520	20060906	15856	3	Clothing	24	Tights
521	20060926	15866	3	Clothing	25	Vests
522	20060926	15866	4	Accessories	29	Cleaners
523	20061009	16020	3	Clothing	18	Bib-Shorts
524	20061024	16021	3	Clothing	21	Jerseys
525	20060906	16032	3	Clothing	18	Bib-Shorts
526	20060906	16032	3	Clothing	24	Tights
527	20060906	16032	4	Accessories	26	Bike Racks
528	20060906	16032	4	Accessories	28	Bottles and Cages
529	20060906	16032	4	Accessories	32	Hydration Packs
530	20061016	16083	3	Clothing	24	Tights
531	20061016	16083	4	Accessories	32	Hydration Packs
532	20061006	16096	4	Accessories	31	Helmets
533	20061024	16109	4	Accessories	30	Fenders
534	20061026	16128	4	Accessories	31	Helmets
535	20061026	16128	4	Accessories	34	Locks
536	20060928	16159	3	Clothing	22	Shorts
537	20060907	16168	4	Accessories	27	Bike Stands
538	20060907	16168	4	Accessories	29	Cleaners
539	20061001	16176	3	Clothing	25	Vests
540	20060916	16179	3	Clothing	21	Jerseys
541	20060912	16180	3	Clothing	25	Vests
542	20060912	16180	4	Accessories	28	Bottles and Cages
543	20060912	16180	4	Accessories	35	Panniers
544	20061007	16213	3	Clothing	21	Jerseys
545	20060909	16251	4	Accessories	29	Cleaners
546	20060909	16251	4	Accessories	34	Locks
547	20061020	16260	4	Accessories	31	Helmets
548	20061020	16260	4	Accessories	35	Panniers
549	20060925	16276	4	Accessories	37	Tires and Tubes
550	20061017	16293	4	Accessories	29	Cleaners
551	20061017	16293	4	Accessories	37	Tires and Tubes
552	20060930	16339	4	Accessories	37	Tires and Tubes
553	20061018	16346	3	Clothing	22	Shorts
554	20061018	16346	4	Accessories	28	Bottles and Cages
555	20061029	16352	4	Accessories	34	Locks
556	20061005	16402	3	Clothing	24	Tights
557	20061005	16402	4	Accessories	37	Tires and Tubes
558	20061020	16406	3	Clothing	19	Caps
559	20061020	16406	4	Accessories	28	Bottles and Cages
560	20060920	16435	4	Accessories	33	Lights
561	20060909	16457	4	Accessories	32	Hydration Packs
562	20060909	16457	4	Accessories	35	Panniers
563	20061003	16481	4	Accessories	31	Helmets
564	20061003	16481	4	Accessories	33	Lights
565	20061022	16483	3	Clothing	20	Gloves
566	20061022	16483	3	Clothing	21	Jerseys
567	20061022	16483	3	Clothing	22	Shorts
568	20061007	16491	4	Accessories	30	Fenders
569	20061007	16491	4	Accessories	32	Hydration Packs
570	20061007	16491	4	Accessories	37	Tires and Tubes
571	20061004	16525	4	Accessories	32	Hydration Packs
572	20060920	16527	4	Accessories	28	Bottles and Cages
573	20060920	16527	4	Accessories	30	Fenders
574	20060920	16527	4	Accessories	36	Pumps
575	20060916	16529	4	Accessories	35	Panniers
576	20061020	16551	3	Clothing	18	Bib-Shorts
577	20060901	16553	3	Clothing	18	Bib-Shorts
578	20060901	16553	4	Accessories	27	Bike Stands
579	20061024	16562	3	Clothing	25	Vests
580	20061022	16563	3	Clothing	19	Caps
581	20061022	16571	3	Clothing	20	Gloves
582	20060930	16601	3	Clothing	21	Jerseys
583	20060930	16601	4	Accessories	29	Cleaners
584	20060907	16610	3	Clothing	23	Socks
585	20060907	16610	4	Accessories	29	Cleaners
586	20061024	16632	4	Accessories	33	Lights
587	20061004	16635	3	Clothing	25	Vests
588	20061004	16635	4	Accessories	30	Fenders
589	20061029	16636	4	Accessories	29	Cleaners
590	20061029	16636	4	Accessories	31	Helmets
591	20060924	16640	3	Clothing	23	Socks
592	20060923	16660	4	Accessories	30	Fenders
593	20060903	16663	3	Clothing	21	Jerseys
